sway,5.69,verb,to move slowly back and forth ,branches swaying in the breeze
accusation,5.69,noun,a claim that someone has done something wrong or illegal :a charge that someone has committed a fault or crime ,Investigators have made/brought/leveled accusations of corruption against a group of former officials.
fetch,5.67,verb,to go after and bring back (someone or something) ,Wait here while I fetch [=get] the doctor.
cruise,5.65,verb,to travel on a boat or ship to a number of places as a vacation ,We cruised for a week down the Yangtze River.
addiction,5.59,noun,a strong and harmful need to regularly have something (such as a drug) or do something (such as gamble) ,He has a drug addiction.
perennial,5.57,adjective,living for several years or for many years :having a life cycle that is more than two years long ,a perennial plant
disgust,5.56,verb,"to cause (someone) to have a strong feeling of dislike for something especially because it has a very unpleasant appearance, taste, smell, etc. ",The greasy food they were serving disgusted [=repulsed] him.
ditch,5.55,verb,to stop having or using (something you no longer want or need) :to get rid of (something) ,The thief ditched the purse in an alley.
careless,5.53,adjective,not using care :not careful ,He is a careless worker.
disguise,5.53,verb,"to change the usual appearance, sound, taste, etc., of (someone or something) so that people will not recognize that person or thing ",He tried to disguise his voice on the phone but I could tell it was him.
spy,5.52,verb,"to try secretly to get information about a country, organization, etc. :to act as a spy ",They were accused of spying for a foreign government.
announce,5.52,verb,to make (something) known in a public or formal way :to officially tell people about (something) ,The government announced a cut in taxes.
whip,5.49,verb,to hit (a person or animal) with a whip or with something that is like a whip ,The sailor was whipped [=flogged] for disobeying orders.
garage,5.49,noun,a building for housing a motor vehicle or vehicles,she took her car to the garage
lump,5.47,noun,"a compact mass of a substance, especially one without a definite or regular shape",there was a†lump of†ice floating in the milk
mutation,5.45,noun,a change in the genes of a plant or animal that causes physical characteristics that are different from what is normal ,The cat's short tail is the result of mutation.
futile,5.43,adjective,having no result or effect :pointless or useless ,All our efforts proved futile.
swallow,5.42,verb,to take (something) into your stomach through your mouth and throat ,He swallowed the grape whole.
consume,5.42,verb,to eat or drink (something) ,The dogs consume [=eat] a bag of dog food each week.
clash,5.41,verb,to be in a situation in which you are fighting or disagreeing :to come into conflict with someone ,Police and protesters clashed yesterday.
dread,5.41,verb,to fear something that will or might happen ,He can't swim and dreads going in the water.
malaria,5.37,noun,a serious disease that causes chills and fever and that is passed from one person to another by the bite of mosquitoes,N/A
interrupt,5.36,verb,to ask questions or say things while another person is speaking :to do or say something that causes someone to stop speaking ,Please don't interrupt me (while I'm talking).
sober,5.34,adjective,not drunk ,"I'm driving, so I have to stay sober tonight."
brutal,5.33,adjective,extremely cruel or harsh ,a brutal military dictatorship
bliss,5.32,noun,complete happiness ,Their religion promises eternal bliss [=joy] in heaven.
uneasy,5.31,adjective,worried or unhappy about something ,Rain made the crew uneasy.
lid,5.28,noun,"a cover on a box, can, jar, etc., that can be lifted or removed ",N/A
conceal,5.26,verb,to hide (something or someone) from sight ,The sunglasses conceal her eyes.
duck,5.25,verb,to lower your head or body suddenly to avoid being seen or hit ,The ceiling was so low I had to duck.
threaten,5.23,verb,to say that you will harm someone or do something unpleasant or unwanted especially in order to make someone do what you want ,The mugger threatened him with a gun.
atlas,5.21,noun,a book of maps ,a world atlas
penny,5.21,noun,a coin or a unit of money equal to ,We got the car for just pennies. [=it didn't cost very much]
barn,5.17,noun,a building on a farm that is used for storing grain and hay and for housing farm animals or equipment,They live in a big barn of a house.
miniature,5.15,adjective,very small :tiny ,a collection of miniature books
cliff,5.15,noun,"a high, steep surface of rock, earth, or ice ","Standing at the edge of the cliff, we watched the waves crash on the shore far below."
compassion,5.14,noun,"a feeling of wanting to help someone who is sick, hungry, in trouble, etc. ",He felt compassion for the lost child.
pretend,5.13,verb,to act as if something is true when it is not true ,She pretended (that) she didn't care what other people said about her.
supposedly,5.12,adverb,according to what someone has said or what is generally believed to be true or real ,These detergents are supposedly better for the environment.
confess,5.08,verb,to admit that you did something wrong or illegal ,He confessed after being questioned for many hours.
odds,5.01,noun,the possibility that something will happen :the chance that one thing will happen instead of a different thing ,She wanted to improve her odds [=chances] of winning.
